Kullanici,Tarih,Puan,Yorum,Marka,Urun,Kaynak_Dosya
D** A**,1736897175257,5,mükemmel  tavsiye ederim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
SEDA Ö.,1763283788769,5,çok araştırıp aldığım bir Üründü çillerim var soluk belirgin değil ama bir ten bütünlüğü istediğim için bunu aldım gayet güzel alınabilir,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
n** U**,1705452534121,5,efsane tam bir ozel gun fondöteni harika,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
f** c**,1715611835727,5,aradığım fondöten,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
E** Ç**,1683387748606,4,güzel anneme aldim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
ş** o**,1754341378843,5,Çok memnunum 3.kutum,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** D** C**,1741904699332,5,Muson kalitesi tartışılmaz kusursuz makyaj isteyen alsın,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1703608559742,5,hayatımda gördüğüm ve kullandığım en güzel fondöten olabilirsin. Hem kapaticiligi hem kokusu hem de dokusuyla mukemmel,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
B** A**,1742550253117,5,ilk defa internet üzerinden makyaj ürünü aldım ve çok güzel,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1745778560926,5,"çok uzun zamandır karşıma çıkan bir ürün ve hep tereddütte kalıyordum alıp almamak için, aldım kullandım ve çok memnun kaldım bir çok pahalı fondötene bin basar!",Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
A** O**,1727646606712,4,Doku olarak çok beğendim fakat ben çok açık tenliyim ve bana biraz koyu geldi açık tonlu fondötenle karıştırıp kullanıyorum☺️💛,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
M** N** A**,1776439939518,5,Tek kelimeyle mükemmel kusursuz bi fondoten teşekkür ederim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1736254318105,5,mükemmel ötesi 🤗,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
N** M**,1770663840966,5,Çok beğendim paketlemesi kapatıcılıgı çok güzel güvenerek alıp kullanabilirsiniz elinize emeğinize sağlık,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Gökçe A.,1777102444336,5,buğday tenliyim light rengini almıştım iyi ki de almışım kapatıcılığı çok iyi favori fondötenim oldu,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** S**,1709647473461,5,çok güzelll hiç düşünmeden alın,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
L** G**,1757067248177,5,"Ben light rengini aldım, kargo gelir gelmez sadece bir denedim bileğimde , biraz açık geldiğini düşündüm karıştırırım diye düşündüm , 15 dakika sonra fark ettim rengi direk oturdu kendi ten rengim le bütünleşti ne çok açık ne çok koyu tenliyim , ben yapısına bayıldım ve kapatıcılığı muazzam , ayrıca paketlemede çok iyiydi ♥️",Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1746098561257,5,Önceden de kullanıyordum yüzüme tam uygun istediğim gibi geldi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Ç** B**,1747138525759,4,Ürün çok güzel her zaman kullandığım gönderen. Normalde medium alıyorum. Orta tenliyim. Ama yorumlarda lıght renginin orta tene uygun olduğunu yazanlar olmuş asla almayın. Ben açığın az koyusu tene sahibim ona rağmen beyaz oldu. Aşırı beyaz tenli iseniz lıght alın.,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** N** T**,1706865679481,5,kapatıcılığı çok iyi gelin hızlı kargo teşekkürler,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** A**,1731008903986,5,Kapatıcılığı iyi. Mat bitişli. Günlük kullanım için gayet uygun.,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1762111311485,5,Kız kardeşime aldım mükemmel,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
G** T**,1724358218593,5,Tam muson kalitesi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
A** K**,1711570001125,5,Senelerdir kullanırım . Bir Makeup artist i olarak 3 renginide cildinize göre seçerek alabilirsiniz 👏✅,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Ö** ö**,1745237028628,5,gelir gelmez denedim kokusu çok güzel bebek gibi kokuyor hiç bu kadar temiz kokan bir Fondötene denk gelmemiştim henüz yüzüme denemedim ama elimde çok az miktar denedim yapısını çok beğendim kalıcılığını bilmiyorum İnşallah kalıcı bir fondötendir,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
T** B** G**,1716896732237,5,çok teşekkür ederim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
e** b**,1722675738796,5,bnm yüzüm hiç bir fondöteni kabul etmiyo ucunzundan pahalisina hiç biri olmadı ama bu iyi diğerleri tüm yüzümde kusma yaparken bu sadece bıyık bölgesinde yaptı onun haricinde çok güzel bende yaptı diye bi başkasında yapicak değil benm cildim sorunlu fondetwnde bi sorun yok,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1728034295997,5,Hayatımda böyle bir ürün görmedim yemin ederim maybelineye bin basar saten bitişik bu arada,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** A**,1762202708137,5,buğday tenliyim light rengi tam oturdu yüzüme kapatıcılığı muhteşem. bundan sonra hep alırım,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
M** K**,1686771229599,5,Kapatıcılı çok iyi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1744377789041,4,Ürünü henüz kullanma fırsatım olmadı ama kalitesinden şüphem  yok ilgili satıcı paketleme özenliydi satıcıya teşekkürler,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
N** G**,1710770915375,3,yüzü yağlandırıyor gibi bir his var kapatıcılı iyi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1747050098921,5,Efsaneeee mükemmel bir ürün performans ürünü diyebilirim alın aldırın çok memnun kaldım 🥰😍,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
A** G**,1692916803795,5,Güzel teşekkürler umarım sivilce yapmaz kargo için ayrıca teşekkür ederim harika paketlenmiş,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
G** G**,1729530244713,5,Daha kullanmadım ama böylesine korumalı ve güzel paketlemeyi ilk defa gördüm 🤗 teşekkür ederim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
E** K**,1731332268558,5,Müthiş bişey alınmalı,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
E** M**,1740603678031,5,Efsane bir kapatıcı bence şans verin,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1754568185872,5,Nötr alt tabanlı olduğu söyleniyor. Ben sarı alt tabanlıyım. Light aldım. açık buğday tenliyim ama  yüzüm vücuduma göre koyu ten. Ürün nötr olsa da içindeki hafif bembeliği yüzümde hissettim. Zamanla bütünleşti ama yüzüm yine vücuduma göre koyu durdu. Her tende farkkı duracaktır. Ürün gerçekten doğal durdu kaliteli bence. Denediğim için pişman olmadım. Önceki fondötenimden çok daha iyi. Bence kışın yüzümde daha açık duracaktır ve daha memnun kalacağım. Kağatıcılığından çok memnun kaldım,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1759488542135,5,beklediğimden hızlı geldi ve çok güzelmiş beğendim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
G** A**,1708365789618,4,"Ürünü yorum ve değerlendirmelere bakarak almıştım ve gayet güzel kuru bir formu yok , sarı alt tonlu bir cildiniz varsa ürün size göre (bileğimde çok sarı olduğuna bakmayın yüzümün tonuna tam oldu )",Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Z** T**,1758350986932,5,Bütün kusurlarınızı kapatan bir ürün iyi ki almışım,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1699439606230,5,Harikaaa muhteşem 24 saat kalıcı,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
ç** ç**,1765115427653,5,ben dün aldım light  i ama vallahi çok güzel bir fondöten sizede önermek isterim teşekkürler muson😍,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** Ç**,1762448904778,5,Aldığım en iyi fondoten,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
M** K**,1735112462409,5,En güzel kapatıcı fondöten,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1751637760087,5,normalde fondötenler ya çok ağır ya da çok ince yapılı yetersiz kapatıcılıkta oluyırdu benim için kapatıcılığı gayet iyi ama benim çok lekeli bir cildim var note kapatıcıyla bir iki noktayı gizledim sarı alt tonda ama rahatsız edici seviyede değil 40mg ilaçla kurutma tedavisi görüyorum bioderma ile nemlendirdim asla yama yama durmadı çok beğendim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
İlayda Ç.,1770464823949,5,mükemmel ötesi yüzünde pürüzsüz yapıyo ve tortu şeklinde kalmiyo çok kolay dağılıyor ben sürekli kullanan birisiyim ve bayılıyorum sizde tavsiye ederim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Z** O**,1723466918121,5,Çok güzel ürün bence orta kapatıcılıkda bir ürün birde karma ve yağlı ciktler bayılır bence ben kuru ciltliyim sırıtmadı ama yüzümü çok iyi nemlendirmezsem biraz kötü durabilir ama onun haricinde çok güzelllll,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** Ç**,1694092775451,5,geldi deneyim güncelleme yapicam  güncelleme: ohaaaa şakamı bu fondoten okadar iyiki anlatamam bayıldım yani hem parlıyor hem porselen gibi yani süper ya,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
İ** C**,1761718777690,5,Gerçekten kullandığım en iyi fondoten diyebilirim. Beyaz tenliyim ve uyumu cok iyi. Bu ikinci şişem ve çok memnunum. parasını gerçekten hakeden bir ürün. pudrasıyla birlikte kullanıyorum ve harika bi kombinasyon sağlıyor. cildi iyi nemlendirdiğinizde asla kusma yapmıyor. Çok iyi kapatıyor ve uzun süre gidiyor.,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
m** A**,1768568880400,5,Gerçekten övüldüğü kadar var çok beğendim mükemmel kapatıcılığı var açık buğday tenliyim tam oldu,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
R** M** Y**,1734694236099,5,Çok güzel kapatıyor pul pul yapmıyor,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
A** G**,1713218431434,5,"Çok beğendim,tavsiye ediyorum.Kargo ve paketleme için ayrıca teşekkür ederim.",Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
M** A**,1732864999918,5,Çok kaliteli ciltle bütünleşiyor ve pütür pütür durmuyor,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
B** B**,1685975249437,5,O kadar çok seviyorumm ki inanılmaz gün boyu yüzünden hiç akma olmuyor yüzümü yıkayana kadar aynı şekilde duruyor biri bitmeden diğerini alıyorum kalmazsa diye çok korkuyorum teşekkürler muson iyiki böyle bir ürün çıkartmışsınız🤗🤗,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1726512201869,5,cok güzel pürüsüz ve parlak yapıyo,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Esra s.,1759654457146,4,daha kullanmaya başlamadım ama çok önerildiği için aldım birde fondöten arayışındaydım kargo paketleme için teşekkürler,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
B** K**,1773192028799,5,Çok güzel kapatıyor severek kullanıyorum tavsiye ederim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
E** N** E**,1726165574294,3,Yağlı bir cildim vae iyi gibi kapatıcılık orta,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1707666939587,5,Arkadaşlar kesinlikle alınnn,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1773267673356,5,siparişim geldi ve inanılmaz derecede mutlu oldum ve 2 kutuyu bitirdim kullandığım tüm fondon senleri çöpe atıp bu muso kremini keşfettim ve yüzümde kusma fondöten görünmemesi beni aşırı derecede etkiledi ve size de ayrıca teşekkür ediyorum ilginizden alakanızdan dolayı,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
T** G**,1699725229885,5,paketlenmesi çok iyi korunaklı ve müthiş kapatıcığı var cidden ☺️,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
A** E**,1684345193539,5,Çok güzel çok hafif,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
s** b**,1765211094696,5,uzun zamandır almak istiyordum Kasım indiriminde aldım çok beğendim tereddüt etmeden alabilirsiniz,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
B** A**,1763100004564,5,aşırı iyi çok seviyorum yıllardır kullanıyorum,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1763717668218,5,Ba yıl dımm muhteşem bişeeey çok beğendim kargo da çok hızlıydı teşekkür ediyorum 🫶🏻🎀,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
r** s**,1721667159123,5,bayıldımmm aşırı güzel tavsiye ederim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1714585662472,5,Gerçekten çok güzel yapısı yüzde hiç yokmuş gibi çok güzel kapatıyor ve doğal duruyor,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Ö** A**,1700921822981,5,Çok güzel bir ürün yapısı çok güzel indirimden genel yüz ürünlerinin hepsini kaptım,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Ş** k**,1723763301767,5,yapısı ve dokusu çok güzel kalıcı beğendim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
s** y**,1733084782905,5,beğendim istediğim gibi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
M** K**,1720901143489,5,hızlı kargo paketleme çok iyi harika efsane ve ötesi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
N** B**,1769977315685,5,Çok beğendim kullandım tavsiye ediyorum beyaz tenliler için çok iyi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1698925978173,5,Hızlı bi şekilde geldi çok iyi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
E** G**,1755196047809,5,Arkadaşıma aldım güzel olduğunu söyledi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
B** R**,1731681326973,5,Yıllardır kullanıyorum özel günlerde günlükte de kullanıyorum kaşınızı yaptıktan sonra çok hafif sürün makyajınızı tamamladıktan sonra bi daha çok az miktarla üstünden geçin sonra allık falan sürün mükemmel oluyor 😍,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1720121219974,4,Çok güzel ürün daha öncede aldım kuzenıme yurt dışına hediye olarak gönderecektim koyusu geldi iade etmek durumunda kalıyorum,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Yağmur G.,1718127165808,4,sarı alt tonlu,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1732204886695,5,çok beğendim tavsiye ederim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
M** P**,1763745653157,5,çok güzeeellll hiç ağırlık yapmıyor cildimde artık favori fondötenimmmmm✨️🎀🌸,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** M**,1752143165320,5,Şimdiye kadar kullandıklarımın içinde en güzeli 💎,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Y** D**,1707377254411,5,Çok beğenilen bir ürün beğendiğim bende ama altına iyi bir nemlendirici kullanmak lazım,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Sevgi B.,1759045107363,5,şimdiye kadar kullandığım en iyi fondöten.,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
İ** Ş**,1745313176173,5,Güzel gözüküyor düğünler için 10/10 paketlemeside gayet güzeldi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1760955180385,5,zaten hep kullanıyordum çok da güzel,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
G** S**,1763496360047,4,Çok güzel kapatıyor nikahta makyajımı kendim yapmak için almıştım gayet kaliteli ürün,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** k**,1731076331580,5,çok beğendim gönül rahatlığı ile alabilirsiniz,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Y** M**,1738365485711,5,İlk denemem de çok başarılı buldum bir kaç kez daha denedikten sonra yorumu güncelliycem🤭,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
R** B**,1698059971289,5,Çok hoş bir etkisi var. Kadifemsi. Beğendim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** F** E**,1757951664529,5,Buğday tenliyim tenimle bütünleşti nemlendiricisiz kullandım cildimde yumuşaklık ve pürüzsüzlük verdi aynı zamanda çok az miktar almama rağmen kapatıcılığı yüksek beğendim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
E** o**,1707686369523,4,çok memnunum,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
A** V**,1759203346646,5,Kargom çok güzel paketlenerek geldi ve üründen siteden çok memnunum,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
E** A**,1732735131467,5,Kapatıcılığı başarılı güzel,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1732886548471,5,"bayıldım,paketlenmesi harikaydı,kargoda gayet hızlıydı",Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Y** A**,1708190372806,3,Ciltle bütünleştiğini düşünmüyorum ve light rengi bile çok koyu kaldı.,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1763747232120,5,Çok iyi tam istediğim gibi geldi paketlemesi de çok iyiydi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
D** P**,1768919359670,5,2 tane sıparıs verdm acık tenlıyım ben lıght aldm memnunum .,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
B** Ö**,1759178760849,5,Güzel çok ne mat ne parlak kapatıcılığı güzel fondaten sürdüm diyede bağırmıyo,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
B** B**,1760716625204,5,Korunaklı geldi baya  ve güzel görünüyor cildim yağlı beğenerek kullanırım inş kullanınca güncellerim bendeki en açık rengi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
G** K**,1708700215079,5,Fiyatına göre aşırı kaliteli kapatıcılığı on numara yoğun yapılı rengi biraz daha pembe alt tonlu açık buğday tenliyim en açık rengini aldım yüze oturduktan sonra ciltle bütünleşiyor 👍,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1713516873935,5,Tam bir fiyat performans ürünü,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1768264564402,5,Buğday tenliler için çok güzel bir ürün kapatıcısıyla birlikte aldım harika,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1741173774746,5,göründüğü gibi ve sorunsuz geldi.paketlemede de sıkıntı yaşamadık,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Ş** U**,1736588930000,5,Bayılarak kullandığım bir ürün zaten ve tekrar aldım,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
P** A**,1693778167606,5,Ürün cilde güzel oturuyor ve kapatıcılığı çok etkili,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
R** Ö**,1728580365202,4,"arkadaşlar yorumumu güncelliyorum: yaklaşık üç ay önce falan aldım. kapatıcıligi evet mükemmel. çok güzel kapatıyor. nişanımda falan kullandım. ama olaya gelecek olursak, yüzüm o kadar çok sivilce döktü ki bu fondötenden sonra. üç aydır yüzümün temizlenmesi için elimden geleni yapıyorum. hadi diyelim ki benim yaşım 23, ablam 40 yaşında şimdiye kadar kadın bir defa sivilce dokmemis. bunu kullandı yanağında sivilce çıktı. benden demesi bilin ona göre alın. mutlu günler",Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
A** Y**,1707413715397,5,kolay dağıtılıyor beğendim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
E** T**,1716462084899,5,Ürünü yüzümde denedim gayet doğal duruyor hafif kapataciligida var yüzde güzel duruyor parasını hak ediyor teşekkürler trendyol,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
N** A**,1762355987521,5,Sürekli kullanıyorum kaç kutu bitirdim bilmiyorum bayılıyorum,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
H** Y**,1693925116691,5,Çok memnunum çok güzel bir ürün,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** G**,1770057989140,5,Ben bu kadar güzel bir fondöten görmedim 🙈 kapatıcılık şahane ve bulaşma yapmıyor,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Tevhide S. B.,1699819781336,5,"Kapatıcı özelliği gayet iyi, doğal, başarılı ürün",Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1710213495687,5,bayıldım. gunluk kullanima uygun.,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
F** B**,1722514044400,3,Mustafa Aktaş  önerisiyle aldım beğendim ama açık olan rengini almışım elimde kaldı,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Yeter U.,1764697890901,5,kullandığom en güzel fondöten,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
SERAY A.,1736857448582,5,5 yıldız mermer gibi özel gün fondöten,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
R** F**,1714684940930,5,bayılıyom bu ürüne çok güzel,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
E** P**,1745532046820,5,Çok güzel severek kulanıyorum,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
A** E**,1699717127892,5,Cildim kızarık ve akne lekelerim var tek pompada bile tamamen kapatıyor. Yapısı çok güzel.,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
F** A**,1713599784817,5,Buğday tenliyim benim tenime biraz beyaz kaldı ama kalıcılığı harika o yüzden beğendim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
s** Ş**,1745356732110,5,Hayatımda kullandığım en güzel makyaj malzemsi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1735163504851,5,rengi tam oldu duruşu muazzam,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
F** B**,1736870119983,4,Yapısı hafif kapaticiligi yüksek bu ürüne bayıldım tek sorun içeriğine bakmadım ama parfüm içeriyor sanırım çünkü koku var ama rahatsız edici değil ve suya dayanıklı gözüküyor yüzümü ıslattım gayette durdu akmadı.,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
B** S**,1755739971104,5,cok guzel ve sivilce yapmadi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
m** k**,1763752677586,5,baya iyi sevdim. kargoda sorunsuz geldi. kusurları kapatıyor,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
R** E**,1772744291720,5,Paketleme çok iyiydi. Ürün çok güzel suya karşı çok dayanıklı ve gerçekten cildi cam gibi gösteriyor uzun süredir aradığım fondöteni buldum diyebilirim❤️,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Ebru A.,1711609722777,5,Güzellik salonumda kullanıyorum çok iyi marka,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
D** Y**,1758318774615,5,Aşıııırıı iyi kapatıcılğı çok beğendik,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1768021544361,5,Hayatımda daha önce hiç bu kadar tenle bütünleşen hem çok kapatıcı hem de çok hafif hissettiren bir fondöten denemedim efsaneee,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
i**,1766515476053,5,Mükemmel bir fondöten çok severek kullanıyorum,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
H** T**,1702586425737,5,başarılı  ve hızlı teslimat,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
İ** A**,1707157322206,5,10 üzerinden 10 harika ürün,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
B** Ö**,1719842809597,4,Biraz katı ama rahat hissettiren fondöten,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
S** H**,1714992635986,5,Pürüzsüz ve kapatıcılığı güzel,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
N** K**,1715539630524,5,Alınması gereken ürün,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
G** A**,1736820970431,5,Çokkk güzell yüzümdeki duruşunu çok sevdim,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
M** E**,1717284085402,5,Hayatımın geri kalanında değiştirmeyeceğim harika bir ürün,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
N** A**,1717673139570,5,Tam cildine uygun tesekkurler,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
Ş** Ö**,1742468192322,5,çok güzel tam istediğim gibi,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1707151961651,5,Çok kalıtelı fıyata göre gayet başarılı,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
**** ****,1761017773239,5,çok güzel hafif kapaticiligi yüksek.. paketleme harika kargo çok hızlı... kısacası alın aldırın,Muson,Muson Natural Illumination,muson_natural_illumination_fondoten_yorumlari.csv
